,winery,description,points,price
1191,Williams Selyem,"Not showing well now due to the tannins. It's dry and tough, with a resistance to the richness. Yet the core of flavor is enormous. Shows concentrated, flashy flavors of cherry marmalade, raspberry, orange blossom, cola, licorice, rose tea and spices that go on and on and continue to develop in the glass. The texture is pure silk and satin. Needs 4–6 years to develop, and could go beyond that.",97,78.0
1192,Williams Selyem,"The winery's philosophy is, if you're going to make a dessert wine, why not make it fabulously sweet instead of boringly off-dry? With 17.5% residual sugar, this indeed hits the limit of the sweetness scale. Yet it's superbly balanced with acidity, giving a refreshing balance to the intense apricot jam, lemon drop, candied ginger, pineapple crème brûlée and vanilla custard flavors. A tremendous success for a California dessert wine.",96,40.0
1193,Williams Selyem,"Pretty tannic, with a hard edge, although it's very fruity and rich, and should soften and mellow with time in the cellar. Thoroughly dry, it shows complex flavors of wild raspberries, cherry compote, cola and spices, compounded with smoky, sweet oak. Give it until 2011 to begin to come around.",95,54.0
1194,Undurraga,"Banana and lacquer aromas blend with pickled white fruit scents and brine. It's by no means a fresh and inviting Chardonnay; instead, it's a bit mustardy and briney, and not terribly fresh in feel. Is that sauerkraut on the finish?",82,20.0
1195,Kendall-Jackson,"This full-bodied wine is complex and detailed from the spicy perfume to the finish, and rich and satisfying in the middle. Aromas like black tea and rhubarb lead to ripe and deep cherry and slightly tangy raspberry flavors that are lifted by moderate tannins and linger on the finish.",92,20.0
1196,Testarossa,"Welcoming on the nose, this top-end bottling offers aromas of baked red cherry, clove and black plum before diving into crushed graphite, wet slate and loamy mud aromas. Soft on the palate but immediately vibrant with acidity, flavors of dark cranberry and tart cherry are lifted by anise-like spice.",92,80.0
1197,Testarossa,"Comprised solely of the richer 667 clone, this bottling from the Talley family's iconic vineyard offers juicy blackberry, chipped slate, fennel frond and cola notes on the nose. Smashed black raspberry, strawberry and boysenberry are front-loaded on the palate, but then comes the underlying rush of thyme and anise.",92,64.0
1198,Bründlmayer,"Often Bründlmayer will make a sweet wine from the Muscat grape. This wine is dry, with an intense, perfumed character. This is full and rich, with lychee and quince flavors.",88,
1199,Williams Selyem,"The raspberry, cherry and blackberry flavors are delicious, and the oak brings just the right touch of sweet, smoky toast. The tannins are rich and fine, and the palate bears a streak of citrusy acidity that cuts right down the middle. It should mellow with 5–6 years in the bottle.",88,56.0
1200,Bründlmayer,"Pure lemon zest mingles with peppery pungency and makes for pepper-speckled refreshment. Linearity and focus abound and this wine is so lively, it seems to fast-forwarded into the future.",92,34.0
1201,Louis Jadot,"Very minerally in character, this is taut and edgy, laced with acidity, citrus fruit and a tangy character. It's bright, crisp and so fresh.",85,
1202,Georges Duboeuf,"The softest of the Pouilly Fuissés produced by Duboeuf, this is a smooth, creamy and toasty wine. A peach note and warm, ripe fruits dominate. Very ready to drink.",85,21.0
1203,Casa Santos Lima,"This wine gets its name from the fossils that abound in the landscape of the vineyards. A blend of Arinto, Viognier and Chardonnay, it is ripe and perfumed. The texture is smooth, but with a mineral edge. Yellow fruits dominate the flavor profile that's balanced with acidity. Drink the wine now.",89,13.0
1204,DFJ Vinhos,"A firm, structured blend of 50-50 Pinot Noir and Touriga Nacional, this wine is rich and made to age. A dense texture underlies the ripe blackberry fruits and firm tannins. Aged for 18 months in wood, the wine needs time to mature further. Drink from 2018.",91,19.0
1205,Kendall-Jackson,"This is a well-made wine at a more-than-fair price. Labeled varietally, it also holds smaller additions of other Bordeaux red grapes, most notably 6% Cabernet Franc. Black pepper, leather and cassis surround smoky oak and firm, integrated tannin, making for a complex, full-bodied and balanced experience.",91,24.0
1206,Kendall-Jackson,"Very fine Chardonnay, marked by brisk, racy acidity and a steely tang to the lemon, lime, white peach and honeysuckle flavors. Very complex and lively, an alluring wine that will take a few years in the bottle.",92,25.0
1207,Wines & Winemakers,"A smooth and rich wine that is already delicious. It has ripe berry fruits, soft tannins and a full, juicy feel. A streak of acidity cuts through this generous wine. Drink now.",87,12.0
1208,Testarossa,"Mulberry, wet rock and sagebrush show on the nose of this single vineyard bottling from a site owned by the Hahn family. The palate is tangy at first, revealing dark red fruit with a smoky kick as it opens, backed by hints of juniper and dust.",91,67.0
1209,Kendall-Jackson,"A staple of California winemaking, this vintage is as good as ever—perfectly polished, with light aromas of toasted oak and crisp green apple, lemon-lime and tempting butter flavors, and a medium-bodied frame. The texture is silky smooth, and everything tastes harmonious and balanced.",91,17.0
1210,Undurraga,"It's taken time, but Undurraga has finally hit paydirt with this Limarí Syrah. Cool, gritty aromas of black olive, herbs, asphalt, cassis and boysenberry are stacked and complex. This feels just plush enough, but with bracing acidity. Flavors of hard spices, pepper, wild herbs and leather blend with plum and berry notes prior to a savory, meaty, leathery finish. Drink through 2020.",91,25.0
1211,Williams Selyem,"As usual with a Hirsch Pinot, the wine is young and thick and jammy, even a little heavy, and needs time to develop. The wild raspberry, sour cherry, cola and Asian spices have a touch of smoky new oak, while the tannins and acids are noticeable, providing a dry architecture for the ripe fruit. Should develop over the next decade, as everything comes together into balance.",93,72.0
1212,Albert Bichot,"This is pure mineral, chalk and lean austerity initially, but opens up with apples,  lime and green plums. It is intense, concentrated and structured; needs time. Wait 4–5 years.",93,65.0
1213,Lynmar,"A remarkably good wine at this price. Lemon meringue and custard meet creamy stone fruit in a balanced, decadent way, a suggestion of orange whip tugging at the edges of the palate. It glides down easy, impressing further with every sip, remaining balanced and graceful.",92,25.0
1214,Albert Bichot,"This is a textured, dense and concentrated selection that has notes of white fruits and white flowers. It's a wine for medium-term aging.",88,
1215,Fess Parker,"This wine demonstrates Viognier's exotic side, with flavors of tropical fruit, tangerine, white flower, vanilla, honey and spice. Despite the richness, it's dry and the acidity is mouthwatering. Don't serve this too cold, and pair it with Asian fare that's slightly sweet.",88,25.0
1216,Albert Bichot,There is a touch of minerality in this wine as well as a dry edge and ripe red-fruit flavors that are already attractive. It should be aged at least three years.,88,
1217,Kunde,"A rustic, barnyard aroma greets one on the nose before a basic taste of stewed prunes waltzes in.",82,17.0
1218,Georges Duboeuf,"Firmly tannic, this is a solid, chunky wine. It's full of dark plum, black currant and cherry flavors that fill out the firm, dry structure. Concentrated while also fruity, it's worth aging for a year.",91,14.0
1219,Chateau Ste. Michelle,"A deep, dense blackberry flavor suggests that this is cellar worthy. Notes of ground coffee, cacao and clean earth abound. The finish is long and compact, with nicely polished tannins.",91,31.0
1220,Trapiche,"Minty and toasty upfront, this is layered with blackberry, licorice, leather and toast aromas. It feels raring and ready to go, courtesy of firm acidity and good overall framing. Flavors of wild berry are bright, with herb and oak accents. Long, toasty and solid on the finish.",91,15.0
1221,Kunde,"This has been the source of some good to excellent Zins for Kunde over the years. They say the vines are 125 years old. The wine is dense and layered, with dried briary fruit, sweet black currant, licorice, leather and Asian spice flavors that are wrapped into punchy, somewhat aggressive tannins. The alcohol is very high, but the wine doesn't taste hot or unbalanced.",91,35.0
